,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5984,18,Lion Mount,Nicola,Dunn,70,Head,Married,Female,"Retired Scientist, research (maths)",None,Christian
5985,18,Lion Mount,Thomas,Dunn,72,Husband,Married,Male,Retired Physiological scientist,None,Christian
5986,19,Lion Mount,Beth,Mitchell,36,Head,Divorced,Female,"Surveyor, rural practice",None,None
5987,19,Lion Mount,Max,Mitchell,52,Cousin,Single,Male,Chartered management accountant,None,None
5988,19,Lion Mount,Teresa,White,42,Cousin,Single,Female,"Administrator, education",None,None
5989,19,Lion Mount,Martyn,Price,49,Cousin,Single,Male,"Geologist, engineering",None,None
5990,19,Lion Mount,Jacqueline,Hall,45,Cousin,Divorced,Female,Insurance risk surveyor,None,None
5991,20,Lion Mount,Patricia,Hayward,54,Head,Single,Female,Unemployed,None,Methodist
5992,20,Lion Mount,Geoffrey,Hayward,7,Son,NA,Male,Student,None,NA
5993,1,Grant Road,Kathleen,Wood,43,Head,Single,Female,Ecologist,None,Christian
5994,2,Grant Road,Henry,Stone,39,Head,Divorced,Male,Psychotherapist,None,None
5995,3,Grant Road,Heather,Abbott,58,Head,Divorced,Female,Unemployed,None,Christian
5996,NA,Grant Road,Janet,Abbott,16,Daughter,NA,Female,Student,None,NA
5997,3,Grant Road,Rebecca,Abbott,12,Daughter,NA,Female,Student,None,NA
5998,4,Grant Road,Pauline,Parry,72,Head,Divorced,Female,Retired Dealer,None,Christian
5999,4,Grant Road,Jack,Parry,45,Son,Widowed,Male,Corporate investment banker,None,None
6000,4,Grant Road,Frank,Parry,39,Son,Single,Male,Electronics engineer,None,Christian
6001,4,Grant Road,Liam,Parry,39,Son,Single,Male,Arboriculturist,None,Christian
6002,5,Grant Road,Jemma,Patel,84,Head,Divorced,Female,Retired Control and instrumentation engineer,None,None
6003,6,NA,Owen,Wilson,51,Head,Single,Male,"Chemist, analytical",None,Christian
6004,7,Grant Road,Christine,Myers,44,Head,Single,Female,Biomedical scientist,None,Methodist
6005,7,Grant Road,Shane,Talbot,51,Partner,Single,Male,"Chemist, analytical",None,Methodist
6006,7,Grant Road,Jonathan,Myers,10,Son,NA,Male,Student,None,NA
6007,8,Grant Road,Mohamed,Morris,83,Head,Widowed,Male,Retired Chiropractor,None,Christian
6008,9,Grant Road,Nigel,Pearce,65,Head,Widowed,Male,Technical author,None,Christian
6009,10,Grant Road,Hugh,Baker,77,Head,Divorced,Male,Retired Copy,None,None
6010,11,Grant Road,Teresa,Forster,84,Head,Widowed,Female,Retired Minerals surveyor,None,None
6011,12,Grant Road,Katie,Allan,35,Head,Single,Female,Unemployed,None,None
6012,12,Grant Road,Jacob,Allan,9,Son,NA,Male,Student,None,NA
6013,13,Grant Road,Bradley,Ali,73,Head,Married,Male,"Retired Engineer, aeronautical",None,Methodist
6014,13,Grant Road,Jasmine,Ali,66,Wife,Married,Female,Oncologist,None,None
6015,14,Grant Road,Holly,Johnson,48,Head,Married,Female,Drilling engineer,None,None
6016,14,Grant Road,Denis,Johnson,51,Husband,Married,male,Exercise physiologist,None,None
6017,15,Grant Road,Lynda,Lamb,57,Head,Single,Female,Radiation protection practitioner,None,Catholic
6018,16,Grant Road,Hilary,Price,27,Head,Single,Female,Retail buyer,None,Sikh
6019,16,Grant Road,Gail,Price,11,Daughter,NA,Female,Student,None,NA
6020,17,Grant Road,Alison,Smith,26,Head,Single,Female,Dietitian,None,Christian
6021,18,Grant Road,Kieran,Davison,49,Head,Divorced,Male,Unemployed,None,Methodist
6022,18,Grant Road,Victoria,Davison,15,Daughter,NA,Female,Student,None,NA
6023,18,Grant Road,Brett,Davison,12,Son,NA,Male,Student,None,NA
6024,1,Wright Ridges,Marion,Ryan,22,Head,Single,Female,University Student,None,Methodist
6025,2,Wright Ridges,Stewart,Webb,40,Head,Divorced,Male,Health promotion specialist,None,Methodist
6026,3,Wright Ridges,Angela,Anderson,76,Head,Single,Female,"Retired Accountant, chartered",None,Methodist
6027,4,Wright Ridges,Mary,Walker,80,Head,Widowed,Female,Unemployed,None,Methodist
6028,4,Wright Ridges,Eleanor,Walker,43,Daughter,Single,Female,Unemployed,None,Methodist
6029,4,Wright Ridges,Gerard,Walker,39,Son,Single,male,Fine artist,None,Methodist
6030,5,Wright Ridges,Richard,Booth,33,Head,Married,Male,Paramedic,None,Catholic
6031,5,Wright Ridges,Alice,Booth,32,Wife,Married,female,"Engineer, civil (contracting)",Blind,None
6032,6,Wright Ridges,Gillian,Moore,54,NA,Single,Female,Professor Emeritus,None,Christian
6033,7,Wright Ridges,Paula,Potts,46,Head,Single,Female,Barrister's clerk,None,Christian
6034,8,Wright Ridges,Fiona,Jackson,56,Head,Single,Female,"Scientist, product/process development",None,Christian
6035,1,Mason Motorway,Georgina,Wood,44,Head,Married,Female,Garment/textile technologist,None,Christian
6036,1,Mason Motorway,Francis,Wood,47,Husband,Married,Male,Broadcast engineer,None,Christian
6037,1,Mason Motorway,Hollie,Wood,14,Daughter,NA,female,Student,None,NA
6038,2,Mason Motorway,Marion,Jones,60,Head,Single,Female,Environmental manager,None,Catholic
6039,2,Mason Motorway,Bernard,Watson,65,Partner,Single,Male,Hotel manager,None,Catholic
6040,3,Mason Motorway,Emily,Tomlinson,36,Head,Single,Female,Unemployed,None,Methodist
6041,3,Mason Motorway,Caroline,Tomlinson,9,Daughter,NA,Female,Student,None,NA
6042,NA,Mason Motorway,Colin,Tomlinson,9,Son,NA,male,Student,None,NA
6043,3,Mason Motorway,Derek,Tomlinson,5,Son,NA,Male,Student,None,NA
6044,4,Mason Motorway,Denise,Hooper,42,Head,Married,Female,Acupuncturist,None,None
6045,4,Mason Motorway,Brandon,Hooper,43,Husband,Married,Male,Writer,None,None
6046,4,Mason Motorway,Joe,Hooper,4,Son,NA,Male,Child,None,NA
6047,4,Mason Motorway,Donald,Hooper,1,Son,NA,Male,Child,None,NA
6048,5,Mason Motorway,Carol,Bruce,51,Head,Married,Female,"Production assistant, television",None,None
6049,5,Mason Motorway,Bryan,Bruce,52,Husband,Married,Male,"Nurse, adult",None,None
6050,5,Mason Motorway,Irene,Bruce,14,Daughter,NA,Female,Student,None,NA
6051,6,Mason Motorway,Irene,Smart,46,Head,Single,Female,"Presenter, broadcasting",None,None
6052,7,Mason Motorway,Abigail,Scott,49,Head,Married,Female,Sports development officer,None,None
6053,7,Mason Motorway,Jay,Scott,53,Husband,Married,Male,"Sound technician, broadcasting/film/video",None,None
6054,7,Mason Motorway,Shirley,Scott,18,Daughter,Single,Female,Student,None,None
6055,7,Mason Motorway,Leanne,Scott,17,Daughter,NA,Female,Student,None,NA
6056,7,Mason Motorway,Malcolm,Scott,17,Son,NA,Male,Student,None,NA
6057,8,Mason Motorway,Julie,Evans,35,Head,Married,Female,Midwife,None,Catholic
6058,8,Mason Motorway,Malcolm,Evans,30,Husband,Married,Male,"Administrator, arts",None,None
6059,8,Mason Motorway,Diana,Evans,11,Daughter,NA,Female,Student,None,NA
6060,9,Mason Motorway,Catherine,Smith,50,Head,Married,female,Product designer,None,None
6061,9,Mason Motorway,Bryan,Smith,52,Husband,Married,Male,Advertising art director,None,None
6062,9,Mason Motorway,Jennifer,Smith,25,Daughter,Single,Female,Unemployed,None,None
6063,9,Mason Motorway,Denis,Smith,6,Son,NA,Male,Student,None,NA
6064,10,Mason Motorway,Nicole,Rowe,50,Head,Widowed,female,Newspaper journalist,None,Catholic
6065,10,Mason Motorway,Vanessa,Rowe,30,Daughter,Single,Female,"Biochemist, clinical",None,None
6066,10,Mason Motorway,Guy,Rowe,30,Son,Single,Male,"Pharmacist, community",None,Catholic
6067,10,Mason Motorway,Sally,Rowe,28,Daughter,Divorced,Female,"Administrator, charities/voluntary organisations",None,None
6068,11,Mason Motorway,Albert,Price,77,Head,Married,Male,Retired IT technical support officer,None,Methodist
6069,11,Mason Motorway,Louise,Price,75,Wife,Married,Female,Retired Herpetologist,None,Methodist
6070,11,Mason Motorway,Kim,Price,45,Daughter,Divorced,Female,Armed forces technical officer,None,Methodist
6071,11,Mason Motorway,Christopher,Price,41,Son,Single,Male,Dealer,None,Methodist
6072,12,Mason Motorway,Samantha,Barker,46,Head,Married,Female,"Physicist, medical",None,None
6073,12,Mason Motorway,Harry,Barker,45,Husband,Married,Male,Retail banker,NA,None
6074,12,Mason Motorway,Charlie,Barker,15,Son,NA,male,Student,None,NA
6075,12,Mason Motorway,Maurice,Barker,13,Son,NA,Male,Student,None,NA
6076,12,Mason Motorway,Naomi,Barker,10,Daughter,NA,Female,Student,None,NA
6077,13,Mason Motorway,Abigail,Holmes-Hughes,47,Head,Married,Female,Charity officer,None,Methodist
6078,13,Mason Motorway,Scott,Holmes-Hughes,49,Husband,Married,Male,Insurance underwriter,None,None
6079,13,Mason Motorway,Jack,Holmes-Hughes,23,Son,Single,Male,Learning mentor,None,None
6080,13,Mason Motorway,Lawrence,Holmes-Hughes,4,Son,NA,Male,Child,None,NA
6081,14,Mason Motorway,Clare,Hill,71,Head,Married,Female,"Retired Engineer, site",None,None
6082,14,Mason Motorway,Jason,Hill,74,Husband,Married,Male,Retired IT trainer,None,None
6083,14,Mason Motorway,Kerry,Hill,39,Daughter,Widowed,Female,Equality and diversity officer,None,None
6084,14,Mason Motorway,Shaun,Hill,37,Adopted Son,Single,Male,Ecologist,None,None
6085,14,Mason Motorway,John,Hill,34,Son,Single,Male,Tax inspector,None,None
6086,15,Mason Motorway,Caroline,Hope,33,Head,Married,Female,"Surveyor, hydrographic",None,Catholic
6087,15,Mason Motorway,Thomas,Hope,36,Husband,Married,Male,Chief Strategy Officer,None,Catholic
6088,15,Mason Motorway,Adrian,Hope,2,Son,NA,Male,Child,None,NA
6089,15,Mason Motorway,Kevin,Hope,2,Son,NA,Male,Child,None,NA
6090,15,Mason Motorway,Mandy,Austin,35,Sibling,Divorced,Female,Aid worker,None,Christian
6091,16,Mason Motorway,Ronald,Myers,23,Head,Single,Male,Horticultural therapist,None,None
6092,16,Mason Motorway,Marcus,Patel,28,None,Single,Male,Radiation protection practitioner,None,Muslim
6093,16,Mason Motorway,Lydia,Warner,55,None,Single,Female,Planning and development surveyor,None,Christian
6094,16,Mason Motorway,Shannon,Parsons,36,None,Single,Female,"Engineer, materials",None,Christian
6095,1,Douglas Views,Lynda,Wallace,NA,Head,Single,Female,Special educational needs teacher,None,None
6096,1,Douglas Views,Ashley,Palmer,42,None,Single,Male,NA,None,Methodist
6097,1,Douglas Views,Irene,Doherty,28,None,Single,Female,Lexicographer,None,Christian
6098,1,Douglas Views,Charlie,Davis,25,None,Single,Male,Leisure centre manager,None,None
6099,1,Douglas Views,Arthur,Burgess,51,None,Single,Male,Chartered loss adjuster,None,None
6100,2,Douglas Views,Bradley,Clark,70,Head,Widowed,Male,Retired Occupational therapist,None,Christian
6101,3,Douglas Views,Naomi,King,35,Head,Single,Female,Unemployed,None,None
6102,3,Douglas Views,Bruce,Taylor,35,None,Single,Male,"Pharmacist, community",None,None
6103,3,Douglas Views,Dominic,Begum,47,None,Single,Male,"Therapist, speech and language",None,None
6104,3,Douglas Views,Frances,NA,19,None,Single,Female,University Student,None,Methodist
6105,4,Douglas Views,Alice,Welch,18,Head,Divorced,Female,Student,None,NA
6106,5,Douglas Views,Janice,O'Neill,62,Head,Widowed,Female,Advertising account planner,None,None
6107,5,Douglas Views,Justin,O'Neill,36,Son,Single,Male,"Engineer, electrical",None,None
6108,6,Douglas Views,Stuart,Warner,43,Head,Single,Male,Community arts worker,None,Catholic
6109,6,Douglas Views,Natasha,Kelly,44,Partner,Single,Female,Graphic designer,None,Catholic
6110,1,Gwynedddike Avenue,Andrew,Coleman,58,Head,Married,Male,"Surveyor, building control",None,NA
6111,1,Gwynedddike Avenue,Debra,Coleman,61,Wife,Married,Female,Acupuncturist,None,None
6112,2,Gwynedddike Avenue,Victoria,Turner,73,Head,Married,Female,Unemployed,None,Christian
6113,2,Gwynedddike Avenue,Martyn,Turner,77,Husband,Married,Male,Retired Industrial buyer,None,Christian
6114,3,Gwynedddike Avenue,Kathryn,Khan,24,Head,Single,Female,Counselling psychologist,None,Private
6115,4,Gwynedddike Avenue,Craig,Ward,67,Head,Widowed,Male,Science writer,None,Christian
6116,5,Gwynedddike Avenue,Claire,Patel,38,Head,Married,Female,Editorial assistant,None,Christian
6117,5,Gwynedddike Avenue,Mark,Patel,41,Husband,Married,Male,Tourist information centre manager,None,None
6118,6,Gwynedddike Avenue,Dale,Lewis,70,Head,Divorced,Male,Retired Broadcast journalist,None,Christian
6119,7,Gwynedddike Avenue,Robin,Shaw,23,Head,Married,Male,Market researcher,None,None
6120,7,Gwynedddike Avenue,Jasmine,Shaw,22,Wife,Married,Female,University Student,None,None
6121,7,Gwynedddike Avenue,Lesley,Shaw,6,Daughter,NA,Female,Student,None,NA
6122,8,Gwynedddike Avenue,Victoria,Hall,35,Head,Single,Female,Television floor manager,None,None
6123,9,Gwynedddike Avenue,Michael,Humphries,81,Head,Divorced,Male,Retired Holiday representative,None,Christian
6124,9,Gwynedddike Avenue,Terence,Humphries,9,Grandson,NA,Male,Student,None,NA
6125,1,Badger Street,Margaret,Pearce,70,Head,Married,Female,Retired Insurance underwriter,None,Christian
6126,1,Badger Street,Bethany,Pearce,65,Wife,Married,Female,Broadcast presenter,None,None
6127,2,Badger Street,Marilyn,Patel,47,Head,Married,Female,Environmental education officer,None,None
6128,2,Badger Street,Marcus,Patel,45,Husband,Married,Male,Electronics engineer,None,None
6129,2,Badger Street,Graeme,Patel,19,Son,Single,Male,University Student,None,None
6130,2,Badger Street,Rosie,Patel,15,Daughter,NA,f,Student,None,NA
6131,2,Badger Street,Yvonne,Patel,13,Daughter,NA,Female,Student,None,NA
6132,3,Badger Street,Molly,Noble,70,Head,Married,Female,Retired Maintenance engineer,None,None
6133,3,Badger Street,Kieran,Noble,74,Husband,Married,Male,"Retired Designer, industrial/product",None,None
6134,3,Badger Street,Patrick,Noble,15,Grandson,NA,Male,Student,None,NA
6135,4,Badger Street,Bethany,Burke,66,Head,Widowed,Female,"Conservator, museum/gallery",None,Christian
6136,5,Badger Street,Andrew,Gardner,39,Head,Divorced,Male,"Engineer, automotive",None,Christian
6137,5,Badger Street,Tina,Gardner,10,Daughter,NA,Female,Student,None,NA
6138,5,Badger Street,Anthony,Gardner,8,Son,NA,Male,Student,None,NA
6139,5,Badger Street,Helen,Gardner,1,Daughter,NA,Female,Child,None,NA
6140,5,Badger Street,Rita,Gardner,0,Daughter,NA,Female,Child,None,NA
6141,1,Cottingham Drive,Tina,Bradley,35,Head,Married,Female,"Pharmacist, community",None,None
6142,1,Cottingham Drive,Howard,Bradley,42,Husband,Married,Male,Investment analyst,None,None
6143,1,Cottingham Drive,Stanley,Bradley,9,Son,NA,male,Student,None,NA
6144,1,Cottingham Drive,Damien,Bradley,7,Son,NA,Male,Student,None,NA
6145,2,Cottingham Drive,Joan,Frost,42,Head,Single,Female,Travel agency manager,None,None
6146,2,Cottingham Drive,Damien,Frost,18,Son,Single,Male,Student,None,None
6147,2,Cottingham Drive,Edward,Frost,16,Son,NA,NA,Student,None,NA
6148,3,Cottingham Drive,Jill,Smith,24,Head,Single,Female,Secondary school teacher,None,Muslim
6149,3,Cottingham Drive,Henry,Barker,21,None,Single,Male,University Student, ,None
6150,3,Cottingham Drive,Nicola,Stephens,41,None,Single,Female,Video editor,None,None
6151,3,Cottingham Drive,Paul,Bell,47,None,Single,Male,Broadcast engineer,None,Methodist
6152,4,Cottingham Drive,Sam,Sanderson,49,Head,Married,Male,Public relations account executive,None,Christian
6153,4,Cottingham Drive,Ann,Sanderson,47,Wife,Married,female,"Engineer, mining",None,None
6154,4,Cottingham Drive,Peter,Sanderson,9,Son,NA,Male,Student,None,NA
6155,5,Cottingham Drive,Jill,Holt,28,Head,Married,Female,Photographer,None,Methodist
6156,5,Cottingham Drive,Dean,Holt,30,Husband,Married,Male,Event organiser,None,None
6157,5,Cottingham Drive,Phillip,Holt,2,Adopted Son,NA,NA,Child,None,NA
6158,5,Cottingham Drive,Ryan,Holt,0,Son,NA,Male,Child,None,NA
6159,6,Cottingham Drive,Owen,Campbell,78,Head,Divorced,Male,Retired Gaffer,None,Christian
6160,7,Cottingham Drive,Tina,McLean,62,Head,Married,Female,Unemployed,None,Christian
6161,7,Cottingham Drive,Josh,McLean,69,Husband,Married,Male,Retired Paramedic,None,Christian
6162,7,Cottingham Drive,Anthony,McLean,22,Son,Single,Male,University Student,None,Christian
6163,7,Cottingham Drive,Charles,McLean,9,Son,NA,Male,Student,None,NA
6164,8,Cottingham Drive,Karen,Murphy,55,Head,Married,Female,"Pharmacist, hospital",None,Christian
6165,8,Cottingham Drive,Gerald,Murphy,55,Husband,Married,Male,Barrister,None,None
6166,9,Cottingham Drive,Donna,Jackson,30,Head,Single,Female,"Engineer, broadcasting (operations)",None,None
6167,10,Cottingham Drive,Joan,Townsend,37,Head,Married,Female,Museum/gallery conservator,None,None
6168,10,Cottingham Drive,Mark,Townsend,40,Husband,Married,Male,Unemployed,None,None
6169,10,Cottingham Drive,Mohamed,Townsend,8,Son,NA,Male,Student,None,NA
6170,11,Cottingham Drive,Sarah,Walsh,38,Head,Single,Female,Human resources officer,None,None
6171,11,Cottingham Drive,Duncan,Marshall,43,Partner,Single,Male,Community education officer,None,None
6172,11,Cottingham Drive,Bruce,Walsh,4,Son,NA,Male,Child,None,NA
6173,11,Cottingham Drive,Jeremy,Walsh,1,Son,NA,Male,Child,None,NA
6174,11,Cottingham Drive,Charlene,Walsh,0,Daughter,NA,Female,Child,None,NA
6175,12,Cottingham Drive,Josh,Humphreys,39,Head,Single,Male,Health service manager,None,Catholic
6176,12,Cottingham Drive,Clifford,Johnson,13,Step-Son,NA,Male,Student,None,NA
6177,12,Cottingham Drive,Owen,Johnson,10,Step-Son,NA,Male,Student,None,NA
6178,NA,Cottingham Drive,Emma,Day,9,Step-Daughter,NA,Female,Student,None,NA
6179,13,Cottingham Drive,Abbie,Davies,52,Head,Married,Female,"Psychologist, forensic",None,None
6180,13,Cottingham Drive,Ross,Davies,52,Husband,Married,Male,Curator,None,None
6181,13,Cottingham Drive,Ann,Davies,15,Daughter,NA,Female,Student,None,NA
6182,13,Cottingham Drive,Darren,Davies,12,Son,NA,Male,Student,None,NA
6183,14,Cottingham Drive,Ann,Graham,45,Head,Single,Female,Herbalist,None,Christian
6184,14,Cottingham Drive,Elliott,Baker,46,Partner,Single,Male,Nutritional therapist,None,Christian
6185,14,Cottingham Drive,Terry,Graham,16,Son,NA,Male,Student,None,NA
6186,14,Cottingham Drive,Martin,Graham,16,Son,NA,Male,Student,None,NA
6187,15,Cottingham Drive,Antony,Scott,59,Head,Married,Male,Data processing manager,None,None
6188,15,Cottingham Drive,Denise,Scott,59,Wife,Married,Female,Hydrogeologist,None,None
6189,15,Cottingham Drive,Max,Scott,20,Son,Single,Male,University Student,None,None
6190,15,Cottingham Drive,Lisa,Scott,13,Daughter,NA,Female,Student,None,NA
6191,16,Cottingham Drive,Joanna,Sutton,50,Head,Divorced,female,Unemployed,None,Catholic
6192,16,Cottingham Drive,Melissa,Sutton,11,Daughter,NA,Female,Student,None,NA
6193,16,Cottingham Drive,Laura,Sutton,11,Daughter,NA,Female,Student,None,NA
6194,16,Cottingham Drive,Iain,Sutton,6,Son,NA,Male,Student,None,NA
6195,17,Cottingham Drive,Linda,Smith,63,Head,Divorced,Female,Unemployed,None,Christian
6196,17,Cottingham Drive,Gillian,Smith,37,Daughter,Single,Female,"Nurse, children's",None,None
6197,17,Cottingham Drive,Carl,Smith,34,Son,Single,Male,Electrical engineer,None,Christian
6198,17,Cottingham Drive,Callum,Smith,32,Son,Single,Male,Automotive engineer,None,None
6199,18,Cottingham Drive,Melissa,Morgan,66,Head,Married,Female,Fashion designer,None,None
6200,18,Cottingham Drive,Stewart,Morgan,68,Husband,Married,Male,Retired Secretary/administrator,None,None
6201,18,Cottingham Drive,Kathryn,Morgan,22,Granddaughter,Single,Female,University Student,None,None
6202,18,Cottingham Drive,Patrick,Harper,22,Grandson,Single,Male,University Student,None,None
6203,1,Lobstermix Street,Nicola,Simpson,51,Head,Married,Female,Accommodation manager,None,Christian
6204,1,Lobstermix Street,Albert,Simpson,53,Husband,Married,Male,Glass blower/designer,None,None
6205,1,Lobstermix Street,Philip,Simpson,26,Son,Single,Male,Furniture designer,None,Christian
6206,1,Lobstermix Street,Anne,Brooks-Simpson,22,Daughter,Divorced,Female,University Student,None,Christian
6207,1,Lobstermix Street,Henry,Brooks-Simpson,4,Son,NA,Male,Child,None,NA
6208,2,Lobstermix Street,Norman,Brady,29,Head,Single,Male,Waste management officer,None,None
6209,3,Lobstermix Street,Sylvia,Roberts,80,Head,Married,Female,Retired Science writer,None,Christian
6210,3,Lobstermix Street,Oliver,Roberts-Smith,82,Husband,Married,Male,Retired IT trainer,None,Christian
6211,3,Lobstermix Street,Sophie,Roberts-Smith,26,Granddaughter,Single,Female,Personnel officer,None,None
6212,3,Lobstermix Street,Kathryn,Roberts-Smith,21,Granddaughter,Divorced,Female,University Student,None,None
6213,3,Lobstermix Street,Gail,Davison,18,Granddaughter,Divorced,Female,Student,None,Christian
6214,4,Lobstermix Street,Colin,Taylor,83,Head,Divorced,Male,Retired Tourist information centre manager,None,None
6215,5,Lobstermix Street,Kirsty,Dunn,45,Head,Single,Female,Unemployed,None,None
6216,5,Lobstermix Street,Jonathan,Dunn,3,Son,NA,Male,Child,None,NA
6217,6,Lobstermix Street,Linda,Wood,33,Head,Divorced,Female,Energy manager,None,Catholic
6218,6,Lobstermix Street,Garry,Wood,1,Son,NA,Male,Child,None,NA
6219,6,Lobstermix Street,Iain,Clark,43,Lodger,Divorced,Male,Theatre stage manager,None,Christian
6220,7,Lobstermix Street,Joanne,Bennett,44,Head,Married,Female,Horticultural consultant,None,Catholic
6221,7,Lobstermix Street,Leigh,Bennett,50,Husband,Married,Male,Recycling officer,None,None
6222,7,Lobstermix Street,Kerry,Bennett,23,Daughter,Single,F,Technical author,None,Catholic
6223,7,Lobstermix Street,Julie,Bennett,2,Daughter,NA,Female,Child,None,NA
6224,8,Lobstermix Street,Diana,Robinson,31,Head,Single,Female,Community arts worker,None,Catholic
6225,NA,Lobstermix Street,Anthony,Hale,36,Lodger,Widowed,Male,Ecologist,None,None
6226,8,Lobstermix Street,Joshua,Richards,32,Lodger,Single,Male,Nutritional therapist,None,None
6227,8,Lobstermix Street,Deborah,Patterson,32,Visitor,Widowed,Female,Astronomer,None,Christian
6228,8,Lobstermix Street,Holly,Holden,54,Lodger,Single,Female,"Lecturer, higher education",None,None
6229,9,Lobstermix Street,Iain,Edwards,66,Head,Widowed,Male,"Research officer, political party",None,None
6230,10,Lobstermix Street,Kyle,Clark,38,Head,Married,Male,Volunteer coordinator,None,Catholic
6231,10,Lobstermix Street,Jodie,Clark,36,Wife,Married,Female,Investment analyst,None,Catholic
6232,11,Lobstermix Street,Debra,Nash,50,Head,Single,Female,Animator,None,Catholic
6233,12,Lobstermix Street,Georgia,Perry,47,Head,Single,Female,Equities trader,None,None
6234,12,Lobstermix Street,Leon,Perry,14,Son,NA,Male,Student,None,NA
6235,12,Lobstermix Street,NA,Robinson-Perry,9,Son,NA,Male,Student,None,NA
6236,12,Lobstermix Street,Deborah,Robinson-Perry,5,Daughter,NA,Female,Student,None,NA
6237,13,Lobstermix Street,Nicole,Baker,36,Head,Single,Female,Unemployed,None,None
6238,13,Lobstermix Street,Tom,Baker,10,Son,NA,Male,Student,None,NA
6239,13,Lobstermix Street,Jill,Baker,6,Daughter,NA,Female,Student,None,NA
6240,14,Lobstermix Street,Hannah,Nolan,31,Head,Single,Female,Unemployed,None,Catholic
6241,14,Lobstermix Street,Jamie,King,27,Partner,Single,Male,Landscape architect,None,Catholic
6242,14,Lobstermix Street,Mohammad,Nolan,1,Son,NA,Male,Child,None,NA
6243,14,Lobstermix Street,Colin,Nolan,0,Son,NA,Male,Child,None,NA
6244,14,Lobstermix Street,Scott,Thomas,63,Lodger,Divorced,Male,Unemployed,None,Christian
6245,15,Lobstermix Street,Georgina,Carey,40,Head,Married,Female,Insurance underwriter,None,None
6246,15,Lobstermix Street,Alex,Carey,45,Husband,Married,Male,Database administrator,None,None
6247,15,Lobstermix Street,Gordon,Carey,13,Son,NA,Male,Student,None,NA
6248,15,Lobstermix Street,Brenda,Carey,10,Daughter,NA,Female,Student,None,NA
6249,16,Lobstermix Street,Laura,Savage,56,Head,Married,Female,Hospital doctor,None,Methodist
6250,16,Lobstermix Street,Eric,Savage,58,Husband,Married,Male,Unemployed,None,Methodist
6251,16,Lobstermix Street,Russell,Savage,14,Son,NA,Male,Student,None,NA
6252,16,Lobstermix Street,Margaret,Savage,14,Daughter,NA,Female,Student,None,NA
6253,17,Lobstermix Street,Shirley,Murphy,60,Head,Married,Female,Barrister,None,None
6254,17,Lobstermix Street,Leigh,Murphy,62,Husband,Married,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
6255,17,Lobstermix Street,Emma,Murphy,42,Daughter,Single,Female,Community arts worker,None,None
6256,17,Lobstermix Street,Russell,Murphy,36,Son,Single,Male,"Production assistant, television",None,None
6257,18,Lobstermix Street,Lynda,Clark,33,Head,Married,Female,Barista,None,None
6258,18,Lobstermix Street,Gregory,Clark,35,Husband,Married,Male,"Engineer, petroleum",None,None
6259,18,Lobstermix Street,Peter,Clark,5,Son,NA,Male,Student,None,NA
6260,1,Williams Rue,Nathan,Sharp,55,Head,Married,Male,IT technical support officer,None,Christian
6261,1,Williams Rue,Lindsey,Sharp,55,Wife,Married,Female,"Designer, multimedia",None,None
6262,1,Williams Rue,Gavin,Sharp,19,Son,Single,Male,University Student,None,None
6263,1,Williams Rue,Iain,Sharp,17,Son,NA,Male,Student,None,NA
6264,1,Williams Rue,Justin,Sharp,14,Son,NA,Male,Student,None,NA
6265,2,Williams Rue,Aaron,Smith,53,Head,Married,Male,Archaeologist,None,Christian
6266,2,Williams Rue,Carol,Smith,55,Wife,Married,Female,Analytical chemist,None,None
6267,2,Williams Rue,Gerard,Smith,16,Step-Son,NA,Male,Student,None,NA
6268,2,Williams Rue,James,Smith,12,Step-Son,NA,Male,Student,None,NA
6269,3,Williams Rue,Gary,Harris,42,Head,Single,Male,Logistics and distribution manager,None,Methodist
6270,4,Williams Rue,Joel,Dickinson,30,Head,Married,Male,"Buyer, retail",None,Muslim
6271,4,Williams Rue,Jade,Dickinson,27,Wife,Married,Female,"Restaurant manager, fast food",None,Muslim
6272,4,Williams Rue,Catherine,Davies,42,Lodger,Single,Female,Catering manager,None,Christian
6273,4,Williams Rue,Harry,Walker,53,Lodger,Single,Male,Sales executive,None,None
6274,4,Williams Rue,Robin,Hughes,57,Lodger,Single,Male,Mental health nurse,None,Christian
6275,5,Williams Rue,Megan,Chapman,63,Head,Married,Female,Estate manager/land agent,None,Christian
6276,5,Williams Rue,Gregory,Chapman,64,Husband,Married,m,Animal technologist,None,Christian
6277,5,Williams Rue,George,Chapman,24,Son,Divorced,Male,Charity officer,None,None
6278,5,Williams Rue,Reece,Chapman,17,Son,NA,Male,Student,None,NA
6279,6,Williams Rue,Paige,Williams,23,Head,Single,Female,Acupuncturist,None,Muslim
6280,6,Williams Rue,Danny,Reid,28,None,Single,Male,Unemployed,None,None
6281,6,Williams Rue,Kim,Gregory,45,None,NA,Female,Biomedical engineer,None,Catholic
6282,6,Williams Rue,Geoffrey,Francis,47,None,Single,Male,Ergonomist,None,Methodist
6283,7,Williams Rue,Jay,Marsh,42,Head,Single,Male,"Therapist, nutritional",None,None
6284,7,Williams Rue,Naomi,Murray,37,None,Single,Female,Sub,None,None
6285,7,Williams Rue,Colin,Harding,28,None,Single,Male,"Conservation officer, nature",None,Muslim
